ID,form,lang_id,homologue_set_id,PGer
3040,räj,swe-gut,421,*rīhō-
3041,rie,dum,421,*rīhō-
3042,rij,nld,421,*rīhō-
3043,rīhe,gmh,421,*rīhō-
3044,Reihe,deu,421,*rīhō-
3045,rīpe,ang,422,*rīpi-
3046,ripe,eng,422,*rīpi-
3047,rīp,ofs,422,*rīpi-
3048,rīpi,osx,422,*rīpi-
3049,rijp,nld,422,*rīpi-
3050,rīffi,goh,422,*rīpi-
3051,reif,deu,422,*rīpi-
3052,róa,non,423,*rōan-
3053,rōwan,ang,423,*rōan-
3054,row,eng,423,*rōan-
3055,ró,non,424,*rōō-
3056,rógv,fao,424,*rōō-
3057,ruo,ovd,424,*rōō-
3058,rōw,ang,424,*rōō-
3059,ruowa,goh,424,*rōō-
3060,Ruhe,deu,424,*rōō-
3061,róður,fao,425,*rōan-
3062,ruoðer,ovd,425,*rōan-
3063,rōdor,ang,425,*rōan-
3064,rudder,eng,425,*rōan-
3065,roer,nld,425,*rōan-
3066,ruodar,goh,425,*rōan-
3067,Ruder,deu,425,*rōan-
3068,rugga,non,426,*ruk[kg]ōn-
3069,rugga,isl,426,*ruk[kg]ōn-
3070,roga,isl,426,*ruk[kg]ōn-
3071,rugga,fao,426,*ruk[kg]ōn-
3072,roccian,ang,426,*ruk[kg]ōn-
3073,rock,eng,426,*ruk[kg]ōn-
3074,rokke,fry,426,*ruk[kg]ōn-
3075,rukje,stq,426,*ruk[kg]ōn-
3076,rocken,enld,426,*ruk[kg]ōn-
3077,sad,osx,427,*sada-
3078,zat,nld,427,*sada-
3079,sat,goh,427,*sada-
3080,satt,deu,427,*sada-
3081,saþs,got,427,*sada-
3082,saðr,non,427,*sada-
3083,sæd,ang,427,*sada-
3084,sad,eng,427,*sada-
3085,segja,non,428,*sagjan-
3086,siga,fao,428,*sagjan-
3087,saja,ovd,428,*sagjan-
3088,secgan,ang,428,*sagjan-
3089,say,eng,428,*sagjan-
3090,sedza,ofs,428,*sagjan-
3091,sizze,fry,428,*sagjan-
3092,seggian,osx,428,*sagjan-
3093,zeggen,nld,428,*sagjan-
3094,sagēn,goh,428,*sagjan-
3095,sær,non,429,sīhwan-
3096,sjór,isl,429,sīhwan-
3097,sjógvur,fao,429,sīhwan-
3098,sju,ovd,429,sīhwan-
3099,sǣ,ang,429,sīhwan-
3100,sea,eng,429,sīhwan-
3101,sē,ofs,429,sīhwan-
3102,sēu,osx,429,sīhwan-
3103,zee,nld,429,sīhwan-
3104,sē(o,goh,429,sīhwan-
3105,See,deu,429,sīhwan-
3106,See,deu,429,sīhwan-
3107,saiws,got,429,sīhwan-
3108,sacken,deu,430,*sakk
3109,saggen,enm,430,*sakk
3110,sag,eng,430,*sakk
3111,zakken,nld,430,*sakk
3112,selja,non,431,*salihōn-
3113,sälg,swe,431,*salihōn-
3114,sealh,ang,431,*salihōn-
3115,sallow,eng,431,*salihōn-
3116,salaha,goh,431,*salihōn-
3117,Sal-weide,deu,431,*salihōn-
3118,sella,ofs,432,*saljan-
3119,sellan,goh,432,*saljan-
3120,saljan,got,432,*saljan-
3121,selja,non,432,*saljan-
3122,selja,fao,432,*saljan-
3123,sela,ovd,432,*saljan-
3124,sell,eng,432,*saljan-
3125,salt,got,433,*salta-
3126,salt,non,433,*salta-
3127,salt,fao,433,*salta-
3128,solt,ovd,433,*salta-
3129,sealt,ang,433,*salta-
3130,salt,eng,433,*salta-
3131,salt,ofs,433,*salta-
3132,salt,osx,433,*salta-
3133,zout,nld,433,*salta-
3134,salz,goh,433,*salta-
3135,Salz,deu,433,*salta-
3136,sant,goh,434,*samda-
3137,Sand,deu,434,*samda-
3138,sandr,non,434,*samda-
3139,sandur,fao,434,*samda-
3140,sand,ovd,434,*samda-
3141,sand,ang,434,*samda-
3142,sand,eng,434,*samda-
3143,san(d),ofs,434,*samda-
3144,sand,osx,434,*samda-
3145,zand,nld,434,*samda-
3146,sēfte,ang,435,*samþu-
3147,soft,eng,435,*samþu-
3148,zacht,nld,435,*samþu-
3149,samfti,goh,435,*samþu-
3150,sanft,deu,435,*samþu-
3151,sandjan,got,436,*sandjan-
3152,senda,non,436,*sandjan-
3153,senda,fao,436,*sandjan-
3154,sendan,ang,436,*sandjan-
3155,send,eng,436,*sandjan-
3156,senda,ofs,436,*sandjan-
3157,sendian,osx,436,*sandjan-
3158,zenden,nld,436,*sandjan-
3159,sentan,goh,436,*sandjan-
3160,senden,deu,436,*sandjan-
3161,Sang,deu,437,*singwan-
3162,saggws,got,437,*singwan-
3163,sǫngr,non,437,*singwan-
3164,songur,fao,437,*singwan-
3165,saungg,ovd,437,*singwan-
3166,sang,ang,437,*singwan-
3167,song,eng,437,*singwan-
3168,song,ofs,437,*singwan-
3169,sang,osx,437,*singwan-
3170,zang,nld,437,*singwan-
3171,sang,goh,437,*singwan-
3172,sagqjan,got,438,*sankwjan-
3173,søkkva,non,438,*sankwjan-
3174,søkkja,fao,438,*sankwjan-
3175,saintja,ovd,438,*sankwjan-
3176,sencan,ang,438,*sankwjan-
3177,sink,eng,438,*sankwjan-
3178,senkan,goh,438,*sankwjan-
3179,senken,deu,438,*sankwjan-
3180,satjan,got,439,*satjan-
3181,setja,non,439,*satjan-
3182,seta,fao,439,*satjan-
3183,settan,ang,439,*satjan-
3184,set,eng,439,*satjan-
3185,setta,ofs,439,*satjan-
3186,settian,osx,439,*satjan-
3187,zetten,nld,439,*satjan-
3188,sezzen,goh,439,*satjan-
3189,setzen,deu,439,*satjan-
3190,seven,eng,440,*sebun-
3191,sigun,ofs,440,*sebun-
3192,siƀun,osx,440,*sebun-
3193,zeven,nld,440,*sebun-
3194,sibun,goh,440,*sebun-
3195,sieben,deu,440,*sebun-
3196,sibun,got,440,*sebun-
3197,sjau,non,440,*sebun-
3198,sjey,fao,440,*sebun-
3199,sju,ovd,440,*sebun-
3200,seofon,ang,440,*sebun-
3201,sáð,non,441,*sēan-
3202,sáð,fao,441,*sēan-
3203,sǣd,ang,441,*sēan-
3204,seed,eng,441,*sēan-
3205,sēd,ofs,441,*sēan-
3206,sād,osx,441,*sēan-
3207,zaad,nld,441,*sēan-
3208,sāt,goh,441,*sēan-
3209,Saat,deu,441,*sēan-
3210,sigis,got,442,*segiz-
3211,seger,swe,442,*segiz-
3212,zege,nld,442,*segiz-
3213,saihs,got,443,*sehs
3214,sex,non,443,*sehs
3215,seks,fao,443,*sehs
3216,sjäks,ovd,443,*sehs
3217,siex,ang,443,*sehs
3218,six,eng,443,*sehs
3219,sex,ofs,443,*sehs
3220,sehs,osx,443,*sehs
3221,zes,nld,443,*sehs
3222,sehs,goh,443,*sehs
3223,sechs,deu,443,*sehs
3224,sehan,osx,444,*sehwan-
3225,zien,nld,444,*sehwan-
3226,sehan,goh,444,*sehwan-
3227,sehen,deu,444,*sehwan-
3228,sailυan,got,444,*sehwan-
3229,sjá,non,444,*sehwan-
3230,síggja,fao,444,*sehwan-
3231,sj˚ą,ovd,444,*sehwan-
3232,sēon,ang,444,*sehwan-
3233,see,eng,444,*sehwan-
3234,siā,ofs,444,*sehwan-
3235,sjen,fry,444,*sehwan-
3236,sin,non,445,*senuwō-
3237,sina,fao,445,*senuwō-
3238,sina,ovd,445,*senuwō-
3239,seonu,ang,445,*senuwō-
3240,sinew,eng,445,*senuwō-
3241,sine,ofs,445,*senuwō-
3242,senewa,osx,445,*senuwō-
3243,zenuw,nld,445,*senuwō-
3244,senawa,goh,445,*senuwō-
3245,Sehne,deu,445,*senuwō-
3246,sit,eng,446,*set(j)an-
3247,sitta,ofs,446,*set(j)an-
3248,sittian,osx,446,*set(j)an-
3249,zitten,nld,446,*set(j)an-
3250,sizzen,goh,446,*set(j)an-
3251,sitzen,deu,446,*set(j)an-
3252,sitan,got,446,*set(j)an-
3253,sitja,non,446,*set(j)an-
3254,sita,fao,446,*set(j)an-
3255,sittja,ovd,446,*set(j)an-
3256,sittan,ang,446,*set(j)an-
3257,sía,non,447,*sīhwan-
3258,sien,dum,447,*sīhwan-
3259,sīhan,goh,447,*sīhwan-
3260,seihen,deu,447,*sīhwan-
3261,sēon,ang,447,*sīhwan-
3262,see,eng,447,*sīhwan-
3263,silvur,fao,448,*silubra-
3264,seolfor,ang,448,*silubra-
3265,silver,eng,448,*silubra-
3266,sel(o)ver,ofs,448,*silubra-
3267,siluƀar,osx,448,*silubra-
3268,zilver,nld,448,*silubra-
3269,silabar,goh,448,*silubra-
3270,Silber,deu,448,*silubra-
3271,silubr,got,448,*silubra-
3272,silfr,non,448,*silubra-
3273,siggwan,got,449,*singwan-
3274,syngva,non,449,*singwan-
3275,syngja,fao,449,*singwan-
3276,siunga,oswe,449,*singwan-
3277,singga,ovd,449,*singwan-
3278,singan,ang,449,*singwan-
3279,sing,eng,449,*singwan-
3280,siunga,ofs,449,*singwan-
3281,sjonge,fry,449,*singwan-
3282,singan,osx,449,*singwan-
3283,singon,odt,449,*singwan-
3284,zingen,nld,449,*singwan-
3285,singan,goh,449,*singwan-
3286,singen,deu,449,*singwan-
3287,sinkan,osx,450,*sinkwan-
3288,zinken,nld,450,*sinkwan-
3289,sincan,goh,450,*sinkwan-
3290,sinken,deu,450,*sinkwan-
3291,sigqan,got,450,*sinkwan-
3292,søkkva,non,450,*sinkwan-
3293,søkka,fao,450,*sinkwan-
3294,siunka,oswe,450,*sinkwan-
3295,sikka,ovd,450,*sinkwan-
3296,sincan,ang,450,*sinkwan-
3297,sink,eng,450,*sinkwan-
3298,zinnen,nld,451,*sinnan-
3299,sinnan,goh,451,*sinnan-
3300,sinnen,deu,451,*sinnan-
3301,siujan,got,452,*siujan-
3302,sýja,non,452,*siujan-
3303,seowian,ang,452,*siujan-
3304,sew,eng,452,*siujan-
3305,siā,ofs,452,*siujan-
3306,sūwen,gml,452,*siujan-
3307,siuwen,goh,452,*siujan-
3308,scaban,goh,453,*skaban-
3309,skaban,got,453,*skaban-
3310,skafa,non,453,*skaban-
3311,skåvå,ovd,453,*skaban-
3312,scafan,ang,453,*skaban-
3313,shave,eng,453,*skaban-
3314,skadus,got,454,*skadu-
3315,shadow,eng,454,*skadu-
3316,skado,osx,454,*skadu-
3317,schaduw,nld,454,*skadu-
3318,scato,goh,454,*skadu-
3319,Schatten,deu,454,*skadu-
3320,scarp,goh,455,*skarpa-
3321,scharf,deu,455,*skarpa-
3322,skarpr,non,455,*skarpa-
3323,skarpur,fao,455,*skarpa-
3324,skarp,ovd,455,*skarpa-
3325,scearp,ang,455,*skarpa-
3326,sharp,eng,455,*skarpa-
3327,skerp,ofs,455,*skarpa-
3328,skarp,osx,455,*skarpa-
3329,scherp,nld,455,*skarpa-
3330,skauns,got,456,*skawan-
3331,scīene,ang,456,*skawan-
3332,sheen,eng,456,*skawan-
3333,skēne,ofs,456,*skawan-
3334,skōni,osx,456,*skawan-
3335,schoon,nld,456,*skawan-
3336,scōni,goh,456,*skawan-
3337,schön,deu,456,*skawan-
3338,schehen,gmh,457,*skehan-
3339,skiȃ(n),ofs,457,*skehan-
3340,scehan,goh,457,*skehan-
3341,schicken,gmh,458,*skekkjan-
3342,schicken,deu,458,*skekkjan-
3343,schicken,dum,458,*skekkjan-
3344,schikken,nld,458,*skekkjan-
3345,skāp,osx,459,*b
3346,schaap,nld,459,*b
3347,scāf,goh,459,*b
3348,Schaf,deu,459,*b
3349,scēp,ang,459,*b
3350,sheep,eng,459,*b
3351,skēp,ofs,459,*b
3352,af-skiuban,got,460,*skeuban-
3353,scēofan,ang,460,*skeuban-
3354,skūva,ofs,460,*skeuban-
3355,schuiven,nld,460,*skeuban-
3356,scioban,goh,460,*skeuban-
3357,schieben,deu,460,*skeuban-
3358,skjóta,non,461,*skeutan-
3359,skjóta,fao,461,*skeutan-
3360,stjuota,ovd,461,*skeutan-
3361,scēotan,ang,461,*skeutan-
3362,shoot,eng,461,*skeutan-
3363,skiāta,ofs,461,*skeutan-
3364,sciotan,osx,461,*skeutan-
3365,schieten,nld,461,*skeutan-
3366,skiozan,goh,461,*skeutan-
3367,schießen,deu,461,*skeutan-
3368,shine,eng,462,*skīnan-
3369,skīna,ofs,462,*skīnan-
3370,skīnan,osx,462,*skīnan-
3371,schijnen,nld,462,*skīnan-
3372,scīnan,goh,462,*skīnan-
3373,scheinen,deu,462,*skīnan-
3374,skeinan,got,462,*skīnan-
3375,skína,non,462,*skīnan-
3376,skína,fao,462,*skīnan-
3377,skaina,ovd,462,*skīnan-
3378,scīnan,ang,462,*skīnan-
3379,skohs,got,463,*skōha-
3380,skór,non,463,*skōha-
3381,shoe,eng,463,*skōha-
3382,skō,ofs,463,*skōha-
3383,skōh,osx,463,*skōha-
3384,schoen,nld,463,*skōha-
3385,scuoh,goh,463,*skōha-
3386,Schuh,deu,463,*skōha-
3387,scrītan,goh,464,*skrīþan-
3388,schreiten,deu,464,*skrīþan-
3389,skríða,non,464,*skrīþan-
3390,skríða,fao,464,*skrīþan-
3391,skraiða,ovd,464,*skrīþan-
3392,scrīðan,ang,464,*skrīþan-
3393,skrīda,ofs,464,*skrīþan-
3394,skrīthan,osx,464,*skrīþan-
3395,schrijden,nld,464,*skrīþan-
3396,skriðr,non,465,*skriþi-
3397,scriðe,ang,465,*skriþi-
3398,schrede,nld,465,*skriþi-
3399,scrit,goh,465,*skriþi-
3400,Schritt,deu,465,*skriþi-
3401,skuddian,osx,466,*skudjan-
3402,schudden,nld,466,*skudjan-
3403,scutten,goh,466,*skudjan-
3404,schütten,deu,466,*skudjan-
3405,schütteln,deu,466,*skudjan-
3406,skulan,got,467,*skulan-
3407,skulu,non,467,*skulan-
3408,skula,fao,467,*skulan-
3409,ula,ovd,467,*skulan-
3410,sculon,ang,467,*skulan-
3411,shall,eng,467,*skulan-
3412,skela,ofs,467,*skulan-
3413,sculan,osx,467,*skulan-
3414,zullen,nld,467,*skulan-
3415,scolan,goh,467,*skulan-
3416,sollen,deu,467,*skulan-
3417,skuld,non,468,*skuldi-
3418,skuld,fao,468,*skuldi-
3419,skuld,ovd,468,*skuldi-
3420,scyld,ang,468,*skuldi-
3421,skielde,ofs,468,*skuldi-
3422,skuld,osx,468,*skuldi-
3423,schuld,nld,468,*skuldi-
3424,skuld,goh,468,*skuldi-
3425,Schuld,deu,468,*skuldi-
3426,skotra,non,469,*skut(t)ōn-
3427,skota,isl,469,*skut(t)ōn-
3428,skota,nob,469,*skut(t)ōn-
3429,slahan,osx,470,*slahan-
3430,slaan,nld,470,*slahan-
3431,slahan,goh,470,*slahan-
3432,schlagen,deu,470,*slahan-
3433,slahan,got,470,*slahan-
3434,slá,non,470,*slahan-
3435,sláa,fao,470,*slahan-
3436,slēan,ang,470,*slahan-
3437,slay,eng,470,*slahan-
3438,slā,ofs,470,*slahan-
3439,slange,gmh,471,*slangan-
3440,slango,osx,471,*slangan-
3441,slang,nld,471,*slangan-
3442,slango,goh,471,*slangan-
3443,slapa,isl,472,*slapp
3444,slabba,isl,472,*slapp
3445,slabba,fao,472,*slapp
3446,slapa,nob,472,*slapp
3447,slepan,got,473,*slēpan-
3448,slǣpan,ang,473,*slēpan-
3449,sleep,eng,473,*slēpan-
3450,slēpa,ofs,473,*slēpan-
3451,slāpan,osx,473,*slēpan-
3452,slapen,nld,473,*slēpan-
3453,slāfan,goh,473,*slēpan-
3454,schlafen,deu,473,*slēpan-
3455,slito,goh,474,*slidan-
3456,Schlitten,deu,474,*slidan-
3457,sleði,non,474,*slidan-
3458,slee,nld,474,*slidan-
3459,slīdan,ang,475,*slīdan-
3460,slide,eng,475,*slīdan-
3461,sliden,dum,475,*slīdan-
3462,slītan,gmh,475,*slīdan-
3463,slinka,oswe,476,*slingan-
3464,slinka,ovd,476,*slingan-
3465,slingan,ang,476,*slingan-
3466,slink,eng,476,*slingan-
3467,slinken,nld,476,*slingan-
3468,slingan,goh,476,*slingan-
3469,schlingen,deu,476,*slingan-
3470,smelta,nob,477,*smeltan-
3471,smelta,ovd,477,*smeltan-
3472,smeltan,osx,477,*smeltan-
3473,smelten,nld,477,*smeltan-
3474,smelzan,goh,477,*smeltan-
3475,schmelzen,deu,477,*smeltan-
3476,smart,eng,478,*smertan-
3477,smerzen,goh,478,*smertan-
3478,smeortan,ang,478,*smertan-
3479,snaiws,got,479,*snaiwa-
3480,snær,non,479,*snaiwa-
3481,snjógvur,fao,479,*snaiwa-
3482,sniᶙo,ovd,479,*snaiwa-
3483,snāw,ang,479,*snaiwa-
3484,snow,eng,479,*snaiwa-
3485,snēo,osx,479,*snaiwa-
3486,sneeuw,nld,479,*snaiwa-
3487,snē(o),goh,479,*snaiwa-
3488,Schnee,deu,479,*snaiwa-
3489,schnos,got-crm,480,*snuzō-
3490,snør,non,480,*snuzō-
3491,snōr,isl,480,*snuzō-
3492,sNOBu,ang,480,*snuzō-
3493,sNOBe,ofs,480,*snuzō-
3494,sNOBe,dum,480,*snuzō-
3495,snur,goh,480,*snuzō-
3496,Schnur,deu,480,*snuzō-
3497,sauil,got,481,*sōel-
3498,sun,eng,481,*sōel-
3499,zon,nld,481,*sōel-
3500,sœkja,non,482,*sōkjan-
3501,søkja,fao,482,*sōkjan-
3502,syōtja,ovd,482,*sōkjan-
3503,sēcan,ang,482,*sōkjan-
3504,sēka,ofs,482,*sōkjan-
3505,sōkian,osx,482,*sōkjan-
3506,zoeken,nld,482,*sōkjan-
3507,suohhen,goh,482,*sōkjan-
3508,suchen,deu,482,*sōkjan-
3509,sokjan,got,482,*sōkjan-
3510,spaði,non,483,*spadan-
3511,spaði,fao,483,*spadan-
3512,spaði,ovd,483,*spadan-
3513,spade,eng,483,*spadan-
3514,spada,ofs,483,*spadan-
3515,spado,osx,483,*spadan-
3516,spade,nld,483,*spadan-
3517,Spaten,deu,483,*spadan-
3518,spāti,goh,484,*spōan-
3519,spät,deu,484,*spōan-
3520,spade,dum,484,*spōan-
3521,spinnan,got,485,*spinnan-
3522,spinna,non,485,*spinnan-
3523,spinnan,ang,485,*spinnan-
3524,spin,eng,485,*spinnan-
3525,spinnen,nld,485,*spinnan-
3526,spinnan,goh,485,*spinnan-
3527,spinnen,deu,485,*spinnan-
3528,spōwan,ang,486,*spōan-
3529,spreiða,fao,487,*sprīþan-
3530,sprædan,ang,487,*sprīþan-
3531,spread,eng,487,*sprīþan-
3532,spreden,dum,487,*sprīþan-
3533,spreiden,nld,487,*sprīþan-
3534,spreiten,goh,487,*sprīþan-
3535,spreiten,deu,487,*sprīþan-
3536,sprechen,deu,488,*sprekan-
3537,sprecan,ang,488,*sprekan-
3538,speak,eng,488,*sprekan-
3539,spreka,ofs,488,*sprekan-
3540,sprekan,osx,488,*sprekan-
3541,spreken,nld,488,*sprekan-
3542,sprehhan,goh,488,*sprekan-
3543,sprǣc,ang,489,*sprēkō-
3544,speech,eng,489,*sprēkō-
3545,sprēka,ofs,489,*sprēkō-
3546,sprāka,osx,489,*sprēkō-
3547,spraak,nld,489,*sprēkō-
3548,spāhha,goh,489,*sprēkō-
3549,Sprache,deu,489,*sprēkō-
3550,springa,non,490,*spring
3551,springa,isl,490,*spring
3552,springa,fao,490,*spring
3553,springga,ovd,490,*spring
3554,spring,eng,490,*spring
3555,springa,ofs,490,*spring
3556,springan,osx,490,*spring
3557,springen,nld,490,*spring
3558,springan,goh,490,*spring
3559,springen,deu,490,*spring
3560,sprīzan,goh,491,*spreit-
3561,sprīden,gmh,491,*spreit-
3562,stafr,non,492,*staba-
3563,stavur,fao,492,*staba-
3564,stav,ovd,492,*staba-
3565,stæf,ang,492,*staba-
3566,staff,eng,492,*staba-
3567,stave,eng,492,*staba-
3568,stef,ofs,492,*staba-
3569,staf,nld,492,*staba-
3570,stap,goh,492,*staba-
3571,Stab,deu,492,*staba-
3572,staþs,got,493,*stadi-
3573,staðr,non,493,*stadi-
3574,staður,fao,493,*stadi-
3575,stað,ovd,493,*stadi-
3576,stede,ang,493,*stadi-
3577,stead,eng,493,*stadi-
3578,sted,ofs,493,*stadi-
3579,stad,osx,493,*stadi-
3580,stad,nld,493,*stadi-
3581,stat,goh,493,*stadi-
3582,Stadt,deu,493,*stadi-
3583,stān,ang,494,*staina-
3584,stone,eng,494,*staina-
3585,stēn,ofs,494,*staina-
3586,stēn,osx,494,*staina-
3587,steen,nld,494,*staina-
3588,stein,goh,494,*staina-
3589,Stein,deu,494,*staina-
3590,stains,got,494,*staina-
3591,steinn,non,494,*staina-
3592,steinur,fao,494,*staina-
3593,stie,ovd,494,*staina-
3594,stǫng,non,495,*stingan-
3595,stong,fao,495,*stingan-
3596,staungg,ovd,495,*stingan-
3597,stange,dum,495,*stingan-
3598,stang,nld,495,*stingan-
3599,stanga,goh,495,*stingan-
3600,Stange,deu,495,*stingan-
3601,stapa,ofs,496,*stap(p)an-
3602,stæppan,ang,496,*stap(p)an-
3603,step,eng,496,*stap(p)an-
3604,starkur,isl,497,*starka-
3605,starker,oswe,497,*starka-
3606,stark,ovd,497,*starka-
3607,stearc,ang,497,*starka-
3608,stark,eng,497,*starka-
3609,sterk,ofs,497,*starka-
3610,stark,osx,497,*starka-
3611,sterk,nld,497,*starka-
3612,starah,goh,497,*starka-
3613,stark,deu,497,*starka-
3614,stōren,goh,498,*staurjan-
3615,stören,deu,498,*staurjan-
3616,storen,odt,498,*staurjan-
3617,storen,enld,498,*staurjan-
3618,stautan,got,499,*stautan-
3619,stēta,ofs,499,*stautan-
3620,stoten,dum,499,*stautan-
3621,stōzan,goh,499,*stautan-
3622,stoßen,deu,499,*stautan-
3623,steka,ofs,500,*stekan-
3624,stekan*,osx,500,*stekan-
3625,steken,nld,500,*stekan-
3626,stechan,goh,500,*stekan-
3627,stechen,deu,500,*stekan-
3628,stilan,got,501,*stelan-
3629,stela,non,501,*stelan-
3630,stjala,fao,501,*stelan-
3631,stjälå,ovd,501,*stelan-
3632,stelan,ang,501,*stelan-
3633,steal,eng,501,*stelan-
3634,stela,ofs,501,*stelan-
3635,stelan,osx,501,*stelan-
3636,stelen,nld,501,*stelan-
3637,stelan,goh,501,*stelan-
3638,stehlen,deu,501,*stelan-
3639,sterban,goh,502,*sterban-
3640,sterben,deu,502,*sterban-
3641,steorfan,ang,502,*sterban-
3642,starve,eng,502,*sterban-
3643,sterva,ofs,502,*sterban-
3644,sterƀan,osx,502,*sterban-
3645,sterven,nld,502,*sterban-
3646,stairno,got,503,*ster(r)a
3647,stjarna,non,503,*ster(r)a
3648,stjørna,fao,503,*ster(r)a
3649,stienna,ovd,503,*ster(r)a
3650,steorra,ang,503,*ster(r)a
3651,star,eng,503,*ster(r)a
3652,stera,ofs,503,*ster(r)a
3653,stjer,fry,503,*ster(r)a
3654,sterro,osx,503,*ster(r)a
3655,ster,nld,503,*ster(r)a
3656,sterro,goh,503,*ster(r)a
3657,Stern,deu,503,*ster(r)a
3658,steigan,got,504,*stīgan-
3659,stíga,non,504,*stīgan-
3660,stíga,fao,504,*stīgan-
3661,staiga,swe,504,*stīgan-
3662,stīgan,ang,504,*stīgan-
3663,stīga,ofs,504,*stīgan-
3664,stīgan,osx,504,*stīgan-
3665,stijgen,nld,504,*stīgan-
3666,stīgan,goh,504,*stīgan-
3667,steigen,deu,504,*stīgan-
3668,stician,ang,505,*stik(k)ōn-
3669,stick,eng,505,*stik(k)ōn-
3670,sticken,dum,505,*stik(k)ōn-
3671,stibna,got,506,*stimnō-
3672,stemme,ofs,506,*stimnō-
3673,stemna,osx,506,*stimnō-
3674,stem,nld,506,*stimnō-
3675,stimma,goh,506,*stimnō-
3676,Stimme,deu,506,*stimnō-
3677,stinga,non,507,*stingan-
3678,stinga,fao,507,*stingan-
3679,stingga,ovd,507,*stingan-
3680,stingan,ang,507,*stingan-
3681,sting,eng,507,*stingan-
3682,stingan,goh,507,*stingan-
3683,stols,got,508,*stōla-
3684,stóll,non,508,*stōla-
3685,stólur,fao,508,*stōla-
3686,stuol,ovd,508,*stōla-
3687,stōl,ang,508,*stōla-
3688,stool,eng,508,*stōla-
3689,stōl,ofs,508,*stōla-
3690,stōl,osx,508,*stōla-
3691,stoel,nld,508,*stōla-
3692,stuol,goh,508,*stōla-
3693,Stuhl,deu,508,*stōla-
3694,strengr,non,509,*strangi-
3695,strongur,fao,509,*strangi-
3696,straingg,ovd,509,*strangi-
3697,streng,ang,509,*strangi-
3698,string,eng,509,*strangi-
3699,streng,nld,509,*strangi-
3700,stranc,goh,509,*strangi-
3701,Strang,deu,509,*strangi-
3702,strangr,non,510,*strang(j)a-
3703,strangure,fao,510,*strang(j)a-
3704,strong,ang,510,*strang(j)a-
3705,strong,eng,510,*strang(j)a-
3706,strang,fry,510,*strang(j)a-
3707,strang,osx,510,*strang(j)a-
3708,streng,nld,510,*strang(j)a-
3709,strengi,goh,510,*strang(j)a-
3710,streng,deu,510,*strang(j)a-
3711,straumr,non,511,*strauma-
3712,streymur,fao,511,*strauma-
3713,strēam,ang,511,*strauma-
3714,stream,eng,511,*strauma-
3715,strām,ofs,511,*strauma-
3716,strōm,osx,511,*strauma-
3717,stroom,nld,511,*strauma-
3718,stroum,goh,511,*strauma-
3719,Strom,deu,511,*strauma-
3720,strīhhan,goh,512,*strīkan-
3721,streichen,deu,512,*strīkan-
3722,strīcan,ang,512,*strīkan-
3723,strike,eng,512,*strīkan-
3724,strīka,ofs,512,*strīkan-
3725,strijken,nld,512,*strīkan-
3726,stroka,isl,513,*struk(k)ōn-
3727,strokka,nob,513,*struk(k)ōn-
3728,strukå,ovd,513,*struk(k)ōn-
3729,stroccian,ang,513,*struk(k)ōn-
3730,stroke,eng,513,*struk(k)ōn-
3731,straken,gml,513,*struk(k)ōn-
3732,stroocken,enld,513,*struk(k)ōn-
3733,stokkr,non,514,*stukka-
3734,stokkur,fao,514,*stukka-
3735,stukk,ovd,514,*stukka-
3736,stocc,ang,514,*stukka-
3737,stok,ofs,514,*stukka-
3738,stok,nld,514,*stukka-
3739,stoc,goh,514,*stukka-
3740,Stock,deu,514,*stukka-
3741,stokken,nld,515,*stuk(k)ōn-
3742,stocken,deu,515,*stuk(k)ōn-
3743,sýr,non,516,*sū-
3744,súgv,fao,516,*sū-
3745,sugga,ovd,516,*sū-
3746,sū,ang,516,*sū-
3747,sow,eng,516,*sū-
3748,sûch,fry,516,*sū-
3749,sū,osx,516,*sū-
3750,soge,dum,516,*sū-
3751,zeug,nld,516,*sū-
3752,sū,goh,516,*sū-
3753,Sau,deu,516,*sū-
3754,sums,got,517,*suma-
3755,sumr,non,517,*suma-
3756,summur,fao,517,*suma-
3757,sum,ang,517,*suma-
3758,some,eng,517,*suma-
3759,sum,osx,517,*suma-
3760,sum,goh,517,*suma-
3761,simmer,fry,518,*sumara-
3762,zomer,nld,518,*sumara-
3763,sumar,non,518,*sumara-
3764,summar,fao,518,*sumara-
3765,summer,eng,518,*sumara-
3766,sund,non,519,*swimman-
3767,sund,fao,519,*swimman-
3768,sund,ang,519,*swimman-
3769,sound,eng,519,*swimman-
3770,sund,gml,519,*swimman-
3771,sundea,osx,520,*sundjō-
3772,zonde,nld,520,*sundjō-
3773,suntea,goh,520,*sundjō-
3774,Sünde,deu,520,*sundjō-
3775,sonur,fao,521,*sunu-
3776,sun,ovd,521,*sunu-
3777,sunu,ang,521,*sunu-
3778,son,eng,521,*sunu-
3779,suno,ofs,521,*sunu-
3780,sunu,osx,521,*sunu-
3781,zoon,nld,521,*sunu-
3782,sun(u),goh,521,*sunu-
3783,Sohn,deu,521,*sunu-
3784,sunus,got,521,*sunu-
3785,sunr,non,521,*sunu-
3786,súrr,non,522,*sūra-
3787,súrur,fao,522,*sūra-
3788,saur,ovd,522,*sūra-
3789,sūr,ang,522,*sūra-
3790,sour,eng,522,*sūra-
3791,sūre,ofs,522,*sūra-
3792,zuur,nld,522,*sūra-
3793,sūr,goh,522,*sūra-
3794,sauer,deu,522,*sūra-
